Cut Name,DYJetsToLL_M-10to502016,DYJetsToLL_M-10to502016APV,DYJetsToLL_M-10to502017,DYJetsToLL_M-10to502018,DYJetsToLL_M-502016,DYJetsToLL_M-502016APV,DYJetsToLL_M-502017,DYJetsToLL_M-502018,EGamma_Run2018A2018,EGamma_Run2018B2018,EGamma_Run2018C2018,EGamma_Run2018D2018,EWKWMinus2Jets_WToLNu_M-502016,EWKWMinus2Jets_WToLNu_M-502016APV,EWKWMinus2Jets_WToLNu_M-502017,EWKWMinus2Jets_WToLNu_M-502018,EWKWPlus2Jets_WToLNu_M-502016,EWKWPlus2Jets_WToLNu_M-502016APV,EWKWPlus2Jets_WToLNu_M-502017,EWKWPlus2Jets_WToLNu_M-502018,EWKWminus2Jets_WToQQ_dipoleRecoilOn2016,EWKWminus2Jets_WToQQ_dipoleRecoilOn2016APV,EWKWminus2Jets_WToQQ_dipoleRecoilOn2017,EWKWminus2Jets_WToQQ_dipoleRecoilOn2018,EWKWplus2Jets_WToQQ_dipoleRecoilOn2016,EWKWplus2Jets_WToQQ_dipoleRecoilOn2016APV,EWKWplus2Jets_WToQQ_dipoleRecoilOn2017,EWKWplus2Jets_WToQQ_dipoleRecoilOn2018,EWKZ2Jets_ZToLL_M-502016,EWKZ2Jets_ZToLL_M-502016APV,EWKZ2Jets_ZToLL_M-502017,EWKZ2Jets_ZToLL_M-502018,EWKZ2Jets_ZToNuNu_M-502016,EWKZ2Jets_ZToNuNu_M-502016APV,EWKZ2Jets_ZToNuNu_M-502017,EWKZ2Jets_ZToNuNu_M-502018,EWKZ2Jets_ZToQQ_dipoleRecoilOn2016,EWKZ2Jets_ZToQQ_dipoleRecoilOn2016APV,EWKZ2Jets_ZToQQ_dipoleRecoilOn2017,EWKZ2Jets_ZToQQ_dipoleRecoilOn2018,ST_t-channel_antitop_4f_InclusiveDecays2016,ST_t-channel_antitop_4f_InclusiveDecays2016APV,ST_t-channel_antitop_4f_InclusiveDecays2017,ST_t-channel_antitop_4f_InclusiveDecays2018,ST_t-channel_top_4f_InclusiveDecays2016,ST_t-channel_top_4f_InclusiveDecays2016APV,ST_t-channel_top_4f_InclusiveDecays2017,ST_t-channel_top_4f_InclusiveDecays2018,ST_tW_antitop_5f_inclusiveDecays2016,ST_tW_antitop_5f_inclusiveDecays2016APV,ST_tW_antitop_5f_inclusiveDecays2017,ST_tW_antitop_5f_inclusiveDecays2018,ST_tW_top_5f_inclusiveDecays2016,ST_tW_top_5f_inclusiveDecays2016APV,ST_tW_top_5f_inclusiveDecays2017,ST_tW_top_5f_inclusiveDecays2018,SingleElectron_Run2016B-ver1_HIPM2016APV,SingleElectron_Run2016B-ver2_HIPM2016APV,SingleElectron_Run2016C-HIPM2016APV,SingleElectron_Run2016D-HIPM2016APV,SingleElectron_Run2016E-HIPM2016APV,SingleElectron_Run2016F-HIPM2016APV,SingleElectron_Run2016F2016,SingleElectron_Run2016G2016,SingleElectron_Run2016H2016,SingleElectron_Run2017B2017,SingleElectron_Run2017C2017,SingleElectron_Run2017D2017,SingleElectron_Run2017E2017,SingleElectron_Run2017F2017,SingleMuon_Run2016B-ver1_HIPM2016APV,SingleMuon_Run2016B-ver2_HIPM2016APV,SingleMuon_Run2016C-HIPM2016APV,SingleMuon_Run2016D-HIPM2016APV,SingleMuon_Run2016E-HIPM2016APV,SingleMuon_Run2016F-HIPM2016APV,SingleMuon_Run2016F2016,SingleMuon_Run2016G2016,SingleMuon_Run2016H2016,SingleMuon_Run2017B2017,SingleMuon_Run2017C2017,SingleMuon_Run2017D2017,SingleMuon_Run2017E2017,SingleMuon_Run2017F2017,SingleMuon_Run2017G2017,SingleMuon_Run2017H2017,SingleMuon_Run2018A2018,SingleMuon_Run2018B2018,SingleMuon_Run2018C2018,SingleMuon_Run2018D2018,TTTo2L2Nu2016,TTTo2L2Nu2016APV,TTTo2L2Nu2017,TTTo2L2Nu2018,TTToHadronic2016,TTToHadronic2016APV,TTToHadronic2017,TTToHadronic2018,TTToSemiLeptonic2016,TTToSemiLeptonic2016APV,TTToSemiLeptonic2017,TTToSemiLeptonic2018,TTWJetsToLNu2016,TTWJetsToLNu2016APV,TTWJetsToLNu2017,TTWJetsToLNu2018,TTWW2016,TTWW2016APV,TTWW2017,TTWW2018,TTWZ2016,TTWZ2016APV,TTWZ2017,TTZToLLNuNu_M-102016,TTZToLLNuNu_M-102016APV,TTZToLLNuNu_M-102017,TTZToLLNuNu_M-102018,TTbb_4f_TTTo2L2Nu2016,TTbb_4f_TTTo2L2Nu2016APV,TTbb_4f_TTTo2L2Nu2017,TTbb_4f_TTTo2L2Nu2018,TTbb_4f_TTToSemiLeptonic2016,TTbb_4f_TTToSemiLeptonic2016APV,TTbb_4f_TTToSemiLeptonic2017,TTbb_4f_TTToSemiLeptonic2018,VBFWH_HToBB_WToLNu_M-125_dipoleRecoilOn2016,VBFWH_HToBB_WToLNu_M-125_dipoleRecoilOn2016APV,VBFWH_HToBB_WToLNu_M-125_dipoleRecoilOn2017,VBFWH_HToBB_WToLNu_M-125_dipoleRecoilOn2018,VBSVVH2016,VBSVVH2016APV,VBSVVH2017,VBSVVH2018,VHToNonbb_M1252016,VHToNonbb_M1252016APV,VHToNonbb_M1252017,VHToNonbb_M1252018,WJetsToLNu_HT-100To2002016,WJetsToLNu_HT-100To2002016APV,WJetsToLNu_HT-100To2002017,WJetsToLNu_HT-100To2002018,WJetsToLNu_HT-1200To25002016,WJetsToLNu_HT-1200To25002016APV,WJetsToLNu_HT-1200To25002017,WJetsToLNu_HT-1200To25002018,WJetsToLNu_HT-200To4002016,WJetsToLNu_HT-200To4002016APV,WJetsToLNu_HT-200To4002017,WJetsToLNu_HT-200To4002018,WJetsToLNu_HT-2500ToInf2016,WJetsToLNu_HT-2500ToInf2016APV,WJetsToLNu_HT-2500ToInf2017,WJetsToLNu_HT-2500ToInf2018,WJetsToLNu_HT-400To6002016,WJetsToLNu_HT-400To6002016APV,WJetsToLNu_HT-400To6002017,WJetsToLNu_HT-400To6002018,WJetsToLNu_HT-600To8002016,WJetsToLNu_HT-600To8002016APV,WJetsToLNu_HT-600To8002017,WJetsToLNu_HT-600To8002018,WJetsToLNu_HT-70To1002016,WJetsToLNu_HT-70To1002016APV,WJetsToLNu_HT-70To1002017,WJetsToLNu_HT-70To1002018,WJetsToLNu_HT-800To12002016,WJetsToLNu_HT-800To12002016APV,WJetsToLNu_HT-800To12002017,WJetsToLNu_HT-800To12002018,WWJJToLNuLNu_EWK_noTop2016,WWJJToLNuLNu_EWK_noTop2016APV,WWJJToLNuLNu_EWK_noTop2017,WWJJToLNuLNu_EWK_noTop2018,WWTo1L1Nu2Q_4f2016,WWTo1L1Nu2Q_4f2016APV,WWTo1L1Nu2Q_4f2017,WWTo1L1Nu2Q_4f2018,WWTo2L2Nu2016,WWTo2L2Nu2016APV,WWTo2L2Nu2017,WWTo2L2Nu2018,WWTolnulnu2016,WWTolnulnu2016APV,WWTolnulnu2017,WWTolnulnu2018,WWW_4F2016,WWW_4F2016APV,WWW_4F2017,WWW_4F2018,WWZ_4F2016,WWZ_4F2016APV,WWZ_4F2017,WWZ_4F2018,WZJJ_EWK_InclusivePolarization2016,WZJJ_EWK_InclusivePolarization2016APV,WZJJ_EWK_InclusivePolarization2017,WZJJ_EWK_InclusivePolarization2018,WZTo1L1Nu2Q_4f2016,WZTo1L1Nu2Q_4f2016APV,WZTo1L1Nu2Q_4f2017,WZTo1L1Nu2Q_4f2018,WZTo1L3Nu_4f2016,WZTo1L3Nu_4f2016APV,WZTo1L3Nu_4f2017,WZTo1L3Nu_4f2018,WZTo2Q2L_mllmin4p02016,WZTo2Q2L_mllmin4p02016APV,WZTo2Q2L_mllmin4p02017,WZTo2Q2L_mllmin4p02018,WZTo3LNu2016,WZTo3LNu2016APV,WZTo3LNu2017,WZTo3LNu2018,WZZ2016,WZZ2016APV,WZZ2017,WZZ2018,WminusH_HToBB_WToLNu_M-1252016,WminusH_HToBB_WToLNu_M-1252016APV,WminusH_HToBB_WToLNu_M-1252017,WminusH_HToBB_WToLNu_M-1252018,WplusH_HToBB_WToLNu_M-1252016,WplusH_HToBB_WToLNu_M-1252016APV,WplusH_HToBB_WToLNu_M-1252017,WplusH_HToBB_WToLNu_M-1252018,ZH_HToBB_ZToLL_M-1252016,ZH_HToBB_ZToLL_M-1252016APV,ZH_HToBB_ZToLL_M-1252017,ZH_HToBB_ZToLL_M-1252018,ZZJJTo4L2016,ZZJJTo4L2016APV,ZZJJTo4L2017,ZZJJTo4L2018,ZZTo2L2Nu2016,ZZTo2L2Nu2016APV,ZZTo2L2Nu2017,ZZTo2L2Nu2018,ZZTo2Q2L_mllmin4p02016,ZZTo2Q2L_mllmin4p02016APV,ZZTo2Q2L_mllmin4p02017,ZZTo2Q2L_mllmin4p02018,ZZTo4L_M-1toInf2016,ZZTo4L_M-1toInf2016APV,ZZTo4L_M-1toInf2017,ZZTo4L_M-1toInf2018,ZZZ2016,ZZZ2016APV,ZZZ2017,ZZZ2018,ggZH_HToBB_ZToLL_M-1252016,ggZH_HToBB_ZToLL_M-1252016APV,ggZH_HToBB_ZToLL_M-1252017,ggZH_HToBB_ZToLL_M-1252018,ttHToNonbb_M1252016,ttHToNonbb_M1252016APV,ttHToNonbb_M1252017,ttHToNonbb_M1252018,ttHTobb_M1252016,ttHTobb_M1252016APV,ttHTobb_M1252017,ttHTobb_M1252018,
begin,0+-0,0+-0,0+-0,26.868+-19.037,47.8+-7.8234,41.496+-7.386,100.22+-15.865,176.12+-26.013,521+-22.825,277+-16.643,275+-16.583,1187+-34.453,3.7114+-0.95895,4.8501+-1.1739,13.594+-2.1229,17.229+-2.7256,10.128+-1.8579,9.7814+-1.8859,24.225+-3.3205,31.734+-4.0592,0+-0,0.032556+-0.032556,0+-0,0.061635+-0.061635,0.13839+-0.069678,0+-0,0.053236+-0.053236,0.30051+-0.13467,1.1902+-0.53438,0.72487+-0.41956,1.2649+-0.73259,1.5092+-0.7548,0+-0,0+-0,0+-0,0+-0,0.10839+-0.062614,0.03651+-0.03651,0+-0,0.11006+-0.078506,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,238+-15.427,124+-11.136,146+-12.083,135+-11.619,92+-9.5917,15+-3.873,297+-17.234,305+-17.464,170+-13.038,426+-20.64,188+-13.711,376+-19.391,531+-23.043,0+-0,322+-17.944,147+-12.124,205+-14.318,219+-14.799,118+-10.863,26+-5.099,431+-20.761,507+-22.517,289+-17,600+-24.495,268+-16.371,551+-23.473,783+-27.982,0+-0,0+-0,791+-28.125,359+-18.947,382+-19.545,1706+-41.304,54.62+-1.3917,65.863+-1.7783,144.17+-2.2507,191.28+-2.6715,1.112+-0.26515,1.4328+-0.33123,2.2277+-0.38839,2.2587+-0.39396,755.02+-5.7659,872.6+-6.993,1924.5+-9.2887,2513.8+-10.935,5.9877+-0.16377,6.7346+-0.20628,14.333+-0.27924,20.396+-0.32377,0.93028+-0.024416,1.0953+-0.030097,2.3802+-0.040417,3.2301+-0.04848,0.2446+-0.010124,0.23912+-0.01154,0.56719+-0.016186,1.1226+-0.059029,1.3824+-0.072048,2.9757+-0.096427,3.8874+-0.11312,0.063009+-0.0057504,0.072374+-0.0068394,0.15165+-0.0095012,0.2202+-0.011332,2.9358+-0.10854,3.2187+-0.1273,7.237+-0.18135,9.5567+-0.21585,0.058782+-0.003399,0.064891+-0.0035829,0.16254+-0.0059958,0.22163+-0.0083961,1.8698+-0.024478,2.1163+-0.028071,4.632+-0.059997,6.8258+-0.08772,1.3325+-0.86738,0.80195+-0.4795,1.9095+-1.0949,0.61093+-0.8366,1.1644+-1.1644,0+-0,0+-0,0+-0,327.56+-1.7609,379.94+-2.0637,851.49+-2.9729,1203.7+-3.624,0.34462+-0.34462,0+-0,0+-0,0.35629+-0.35629,11.834+-0.078662,14.9+-0.09415,35.654+-0.17988,51.326+-0.19321,1.7748+-0.79545,3.0115+-1.0689,10.281+-1.9128,9.8329+-1.9309,35.075+-1.7084,37.846+-1.917,99.523+-2.8832,123.42+-3.2949,0+-0,0+-0,0+-0,0+-0,302.33+-3.5407,357.98+-3.8522,807.59+-5.7612,1089.2+-6.7554,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,1.4596+-0.32902,1.1333+-0.3052,2.3056+-0.40815,3.1076+-0.48067,0.22675+-0.05271,0.26366+-0.051926,0.51594+-0.1609,1.0634+-0.30683,1.9442+-0.043582,2.2473+-0.045209,5.2363+-0.072505,6.9229+-0.099685,1.8726+-0.036064,1.9696+-0.038191,4.2444+-0.4363,6.6188+-0.086699,0.049732+-0.0028589,0.053918+-0.003107,0.13239+-0.0069916,0.18885+-0.010338,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0.37972+-0.070048,0.41272+-0.092006,1.1305+-0.21699,1.9928+-0.32897,0.32781+-0.0088243,0.35431+-0.0091157,0.81507+-0.014737,1.0898+-0.020341,0.027638+-0.0033272,0.03024+-0.0034634,0.075604+-0.0058677,0.099633+-0.0079374,0.073739+-0.0072071,0.083966+-0.0076015,0.17401+-0.011627,0.25779+-0.016877,0.00641+-0.0011758,0.0078696+-0.001266,0.016104+-0.0020012,0.01983+-0.002633,0.013732+-0.001013,0.016889+-0.0012088,0.03923+-0.0018999,0.052845+-0.002638,0.0032925+-0.0013451,0.0041804+-0.0017114,0.014259+-0.0028014,0.015836+-0.0030507,0+-0,0+-0,0+-0,0+-0,0.002491+-0.001778,0+-0,0.0012924+-0.0012924,0+-0,0.0073213+-0.000674,0.0083944+-0.00074302,0.01751+-0.0011511,0.023934+-0.0015991,0.0024873+-0.00022067,0.0031069+-0.00025045,0.0058523+-0.00035754,0.0084456+-0.00050196,2.6891+-0.071674,3.1544+-0.088164,7.1734+-0.1198,9.2888+-0.13636,0.85506+-0.020594,0.99515+-0.024738,2.1761+-0.040774,2.915+-0.050789,
Hmass,0+-0,0+-0,0+-0,0+-0,24.749+-4.9749,19.838+-4.454,57.421+-7.5777,98.498+-9.9246,303+-17.407,160+-12.649,154+-12.41,685+-26.172,2.2571+-1.5024,2.3088+-1.5195,8.4537+-2.9075,9.5151+-3.0846,5.2013+-2.2806,6.5649+-2.5622,14.205+-3.769,16.054+-4.0067,0+-0,0.032556+-0.18043,0+-0,0+-0,0.11062+-0.3326,0+-0,0.053236+-0.23073,0.11103+-0.33322,0.47841+-0.69167,0.4803+-0.69303,0.80874+-0.8993,1.1412+-1.0683,0+-0,0+-0,0+-0,0+-0,0.10839+-0.32922,0.03651+-0.19107,0+-0,0.047718+-0.21845,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,128+-11.314,69+-8.3066,84+-9.1652,81+-9,52+-7.2111,8+-2.8284,165+-12.845,189+-13.748,102+-10.1,233+-15.264,125+-11.18,230+-15.166,325+-18.028,0+-0,188+-13.711,88+-9.3808,121+-11,136+-11.662,71+-8.4261,15+-3.873,242+-15.556,292+-17.088,172+-13.115,358+-18.921,163+-12.767,320+-17.889,484+-22,0+-0,0+-0,444+-21.071,198+-14.071,212+-14.56,1032+-32.125,36.46+-6.0382,43.49+-6.5947,98.733+-9.9365,130.92+-11.442,0.5558+-0.74552,0.61678+-0.78536,1.2265+-1.1075,1.0078+-1.0039,432.63+-20.8,496.56+-22.284,1113.1+-33.363,1436.2+-37.897,3.3235+-1.8231,3.8129+-1.9527,7.9748+-2.824,11.201+-3.3468,0.53448+-0.73108,0.63164+-0.79476,1.3684+-1.1698,1.8524+-1.361,0.14759+-0.38417,0.13987+-0.37399,0.31522+-0.56145,0.66338+-0.81448,0.79718+-0.89285,1.6706+-1.2925,2.1877+-1.4791,0.042298+-0.20567,0.052284+-0.22866,0.10302+-0.32096,0.14826+-0.38505,1.6278+-1.2759,1.8152+-1.3473,4.2936+-2.0721,5.3398+-2.3108,0.054682+-0.23384,0.062736+-0.25047,0.15341+-0.39167,0.20803+-0.4561,1.7707+-1.3307,2.0023+-1.415,4.3922+-2.0957,6.4896+-2.5475,1.1581+-1.0761,0.61509+-0.78428,1.0872+-1.0427,0.18547+-0.43066,1.1644+-1.0791,0+-0,0+-0,0+-0,174.63+-13.215,201.94+-14.211,454.66+-21.323,638.96+-25.278,0.34462+-0.58704,0+-0,0+-0,0.35629+-0.5969,5.531+-2.3518,6.8828+-2.6235,16.357+-4.0444,23.642+-4.8623,1.3861+-1.1773,2.5821+-1.6069,6.7488+-2.5978,7.2089+-2.685,22.058+-4.6966,24.303+-4.9298,64.435+-8.0272,79.1+-8.8938,0+-0,0+-0,0+-0,0+-0,179.4+-13.394,212.84+-14.589,481.99+-21.954,651.02+-25.515,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0.7+-0.83666,0.3819+-0.61798,1.385+-1.1769,2.0002+-1.4143,0.10052+-0.31705,0.17004+-0.41236,0.17597+-0.41949,0.76864+-0.87672,1.6088+-1.2684,1.8496+-1.36,4.2949+-2.0724,5.6679+-2.3807,1.5636+-1.2504,1.6405+-1.2808,3.6096+-1.8999,5.4741+-2.3397,0.031918+-0.17866,0.033887+-0.18408,0.083718+-0.28934,0.11974+-0.34603,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0.2425+-0.49244,0.29309+-0.54138,0.54448+-0.73789,1.0075+-1.0038,0.27381+-0.52327,0.28904+-0.53763,0.67965+-0.82441,0.90121+-0.94932,0.024207+-0.15559,0.024805+-0.1575,0.065236+-0.25541,0.082811+-0.28777,0.057983+-0.2408,0.070909+-0.26629,0.14991+-0.38719,0.21643+-0.46523,0.0055616+-0.074576,0.0057961+-0.076132,0.013226+-0.11501,0.013548+-0.1164,0.0083101+-0.09116,0.0091313+-0.095558,0.024533+-0.15663,0.032572+-0.18048,0.0016234+-0.040292,0.0034974+-0.059139,0.007754+-0.088057,0.0081457+-0.090254,0+-0,0+-0,0+-0,0+-0,0.0014167+-0.037639,0+-0,0+-0,0+-0,0.0061385+-0.078349,0.0072989+-0.085433,0.014521+-0.1205,0.021157+-0.14546,0.0022296+-0.047218,0.0028999+-0.053851,0.005307+-0.072849,0.0079469+-0.089145,1.4663+-1.2109,1.7349+-1.3171,4.0798+-2.0198,5.2337+-2.2877,0.60098+-0.77523,0.6946+-0.83343,1.514+-1.2305,2.0246+-1.4229,
Wmass,0+-0,0+-0,0+-0,0+-0,16.051+-4.4984,14.739+-4.4715,42.687+-10.357,79.258+-17.344,220+-14.832,121+-11,110+-10.488,531+-23.043,1.7796+-0.67606,2.0351+-0.75806,7.11+-1.5157,7.387+-1.7899,4.2684+-1.1905,4.2389+-1.2269,11.025+-2.2505,15.008+-2.786,0+-0,0+-0,0+-0,0+-0,0.11062+-0.063907,0+-0,0.053236+-0.053236,0.11103+-0.078519,0.47841+-0.33847,0.21921+-0.21921,0.80874+-0.57327,1.1412+-0.65901,0+-0,0+-0,0+-0,0+-0,0.10839+-0.062614,0.03651+-0.03651,0+-0,0.047718+-0.047718,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,90+-9.4868,53+-7.2801,66+-8.124,60+-7.746,44+-6.6333,7+-2.6458,121+-11,143+-11.958,74+-8.6023,185+-13.601,92+-9.5917,180+-13.416,262+-16.186,0+-0,143+-11.958,68+-8.2462,99+-9.9499,95+-9.7468,57+-7.5498,10+-3.1623,192+-13.856,224+-14.967,131+-11.445,274+-16.553,128+-11.314,238+-15.427,394+-19.849,0+-0,0+-0,328+-18.111,146+-12.083,161+-12.689,797+-28.231,24.959+-0.94309,30.445+-1.2079,72.105+-1.594,93.895+-1.8704,0.38037+-0.15615,0.09439+-0.09439,0.75125+-0.22688,0.53697+-0.19038,307.88+-3.6743,354.62+-4.4645,792.78+-5.9611,1024.9+-6.9846,2.1184+-0.094077,2.485+-0.12052,5.059+-0.1641,7.2251+-0.18815,0.35613+-0.015061,0.44798+-0.019139,0.93783+-0.025386,1.2677+-0.030434,0.10079+-0.0065074,0.099654+-0.0074662,0.20944+-0.0098277,0.44527+-0.035932,0.50752+-0.04361,1.0777+-0.058307,1.3422+-0.067122,0.028636+-0.0038237,0.039893+-0.0050575,0.076258+-0.006608,0.10265+-0.0076843,1.0639+-0.064809,1.2232+-0.078199,2.9174+-0.11627,3.5346+-0.13329,0.039924+-0.0028081,0.048041+-0.0030811,0.1249+-0.0052554,0.16466+-0.0072432,1.7243+-0.023511,1.9402+-0.026856,4.2833+-0.05769,6.335+-0.084562,1.1581+-0.61495,0.61509+-0.4416,0.91212+-0.8639,0.18547+-0.71495,0+-0,0+-0,0+-0,0+-0,121.47+-1.0728,139.37+-1.2489,315.38+-1.8094,441.09+-2.1942,0.34462+-0.34462,0+-0,0+-0,0.35629+-0.35629,3.2418+-0.041176,4.1002+-0.049408,9.5974+-0.093333,14.171+-0.10151,1.3861+-0.69399,2.5821+-0.97886,5.3319+-1.3797,5.6716+-1.4663,18.959+-1.2565,20.258+-1.3975,54.644+-2.1361,67.634+-2.4356,0+-0,0+-0,0+-0,0+-0,140.97+-2.3608,168.82+-2.6424,385.19+-3.9791,514.9+-4.6461,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0.48374+-0.18299,0.3819+-0.17131,1.1668+-0.29235,1.4059+-0.32305,0.066462+-0.036201,0.12001+-0.038541,0.10919+-0.029478,0.4485+-0.22484,1.3365+-0.036298,1.5254+-0.037442,3.5654+-0.060071,4.7403+-0.08274,1.2983+-0.030107,1.3587+-0.031909,3.1387+-0.37845,4.627+-0.072827,0.024613+-0.0020094,0.025622+-0.0021428,0.063941+-0.0048435,0.09786+-0.0074315,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0+-0,0.22414+-0.051673,0.226+-0.071711,0.45702+-0.14413,0.96657+-0.23729,0.22108+-0.007287,0.23715+-0.0075055,0.55888+-0.012242,0.74296+-0.016878,0.019968+-0.0028467,0.020014+-0.0028156,0.050124+-0.0047951,0.062501+-0.0062918,0.044941+-0.0056545,0.053142+-0.0060288,0.1175+-0.0095463,0.17237+-0.013777,0.0034322+-0.00086374,0.0035567+-0.00084342,0.0097434+-0.0015636,0.0074762+-0.001637,0.0067239+-0.00070876,0.0071537+-0.00078456,0.019549+-0.0013387,0.023878+-0.0017682,0.0016234+-0.00093759,0.0021027+-0.0012177,0.0066353+-0.0019191,0.0075581+-0.0020967,0+-0,0+-0,0+-0,0+-0,0.0014167+-0.0014167,0+-0,0+-0,0+-0,0.0050712+-0.00056422,0.0061836+-0.00064124,0.011686+-0.00096142,0.018258+-0.0014088,0.0016715+-0.00018065,0.0021829+-0.00020956,0.0041039+-0.00029914,0.0062074+-0.00043115,0.93157+-0.042035,1.0738+-0.051205,2.7068+-0.073579,3.4594+-0.081849,0.34345+-0.012859,0.40733+-0.015806,0.87276+-0.026073,1.1659+-0.03208,
